category,description
world news,"The current eruption of violence began a month ago in Jerusalem. A focal point of clashes was Jerusalem’s Al-Aqsa Mosque, built on a hilltop compound that is revered by Jews and Muslims. Israel regards all of Jerusalem as its capital, while the Palestinians want east Jerusalem, which includes sites sacred to Jews, Christians and Muslims, to be the capital of their future state."
world news,"A Jewish man was shot and seriously wounded in Lod, the epicenter of the troubles, and Israeli media said a second Jewish man was shot. In the Tel Aviv neighborhood of Jaffa, an Israeli soldier was attacked by a group of Arabs and hospitalized in serious condition."
world news,"Those efforts have been greatly complicated by the fighting. His opponents include a broad range of parties that have little in common. They would need the support of an Arab party, whose leader has said he cannot negotiate while Israel is fighting in Gaza."
world news,"The fighting deepened a political crisis that has sent Israel careening through four inconclusive elections in just two years. After March elections, Netanyahu failed to form a government coalition. Now his political rivals have three weeks to try to do so."
world news,The violent clashes between Arabs and Jews in Jerusalem and other mixed cities across Israel has meanwhile added a new layer of volatility to the conflict not seen in more than two decades.
world news,Krauss reported from Jerusalem.
world news,"GAZA CITY, Gaza Strip (AP) — Israeli airstrikes toppled most of a massive high-rise building in central Gaza City on Wednesday, in the latest escalation in Israel-Hamas fighting."
world news,"The collapse was broadcast on Israeli TV channels, with commentators predicting Gaza militants would respond with a rocket barrage."
world news,"Hamas militants fired scores of rockets at the Tel Aviv metro area on Tuesday, after airstrikes toppled another Gaza high-rise."
world news,"GAZA CITY, Gaza Strip (AP) — Rockets streamed out of Gaza and Israel pounded the territory with airstrikes Wednesday as the most severe outbreak of violence since a 2014 war took on many hallmarks of that devastating 50-day conflict, with dozens killed and no resolution in sight."
world news,"In Israel, barrages of hundreds of rockets fired by Gaza’s Hamas rulers and other militants at times overwhelmed missile defenses and brought air raid sirens and explosions echoing across Tel Aviv, Israel’s biggest metropolitan area, and other cities."
world news,"Palls of gray smoke rose in Gaza, as Israeli airstrikes levelled two apartment towers and hammered the militant group’s multiple security installations, destroying the central police compound."
world news,"The death toll in Gaza rose to 48 Palestinians, including 14 children and three women, according to the Health Ministry. More than 300 people have been wounded, including 86 children and 39 women. Six Israelis, including a soldier, three women and a child, were killed, and dozens of people were wounded."
world news,"While the rapidly escalating conflict has brought images familiar from 2014 Israel-Hamas war, the past day has also seen a startling new factor: A burst of fury from Israel’s Palestinian citizens in support of those living in the territories and against Israel’s recent response to unrest in Jerusalem and its current operations in Gaza."
world news,"Amid those protests, communal violence erupted in several mixed Jewish-Arab Israeli cities, including the burning of a Jewish-owned restaurant and a synagogue, the fatal shooting of an Arab man and attacks on Arab-owned cars. In a rare move that highlighted the tensions, Israeli Defense Minister Benny Gantz on Wednesday ordered units of border guards deployed to help police keep order."
